"rNames.tag","s.area","s.perimeter","s.radius.mean","s.radius.sd","s.radius.min","s.radius.max","h.asm.s1","h.con.s1","h.cor.s1","h.var.s1","h.idm.s1","h.sav.s1","h.sva.s1","h.sen.s1","h.ent.s1","h.dva.s1","h.den.s1","h.f12.s1","h.f13.s1","h.asm.s2","h.con.s2","h.cor.s2","h.var.s2","h.idm.s2","h.sav.s2","h.sva.s2","h.sen.s2","h.ent.s2","h.dva.s2","h.den.s2","h.f12.s2","h.f13.s2","m.cx","m.cy","m.majoraxis","m.eccentricity","m.theta","b.mean","b.sd","b.mad","b.q001","b.q005","b.q05","b.q095","b.q099"
"espp",23482,896,85.9986731854103,9.50249555248245,58.965845768508,105.709201363504,0.0235288573680864,2.69545557803187,0.799329003944957,7.71610654011225,0.570593449074175,27.1571454842444,692.706457077212,1.30105361995064,1.80560064244143,2.69545557803187,0.607870592004279,0.236641576595879,0.619758747125763,0.0174695507249625,5.59901534133369,0.571288180504499,7.5300454602843,0.455981892688287,27.1740296276759,691.721405653123,1.26649714862037,1.92740791815782,5.59901534133369,0.740666274692793,0.104526390870845,0.437607268642028,156.813639207211,154.215267706783,187.280878173777,0.52914246059556,-1.48075534886832,0.422856054950726,0.0827535022329607,0.0813976470588236,0.235294117647059,0.282352941176471,0.431372549019608,0.556862745098039,0.603921568627451
"iacu",30816,889,100.398751687757,12.4621027317816,73.8095879372433,123.214347405035,0.0550091754605377,2.3834193060849,0.758070048642681,5.92584587545544,0.665771012619097,38.6098945327901,1417.79844703183,1.1869272154315,1.59002612082954,2.3834193060849,0.551595015111964,0.269470424498514,0.625017513847363,0.0444612139174097,4.97513674788662,0.468143166274585,5.67713906488517,0.573419039175358,38.6506547323056,1420.40243199666,1.14506831527957,1.69480051102855,4.97513674788662,0.675958476437677,0.136061874877434,0.468191496083657,154.93718922841,157.450104799676,228.741874047112,0.634949520076363,0.736082229323114,0.606478809072954,0.0707975007802666,0.0523270588235294,0.36078431372549,0.474509803921569,0.615686274509804,0.705882352941177,0.752941176470588
"ipat",77589,1212,157.242138771392,12.0235265169072,134.343436613521,192.720596377403,0.0552742777578777,1.49601445045466,0.864776618933712,6.53164119495401,0.698861270392198,39.8682822897615,1513.921968589,1.22515329818466,1.57020533454242,1.49601445045466,0.496272882361894,0.349436914742988,0.697007919559665,0.0454162168397357,3.00917251637483,0.722081027957964,6.41375871942942,0.619398478588318,39.923475379035,1517.56824787493,1.20755635967568,1.68082855541629,3.00917251637483,0.60807544606596,0.225282400171683,0.589410308657188,208.502491519844,203.177825965576,323.263388769941,0.353543381948278,1.46302298490203,0.626409797831156,0.0750003823529702,0.0581411764705882,0.4,0.474509803921569,0.643137254901961,0.725490196078431,0.784313725490196
"iacu",29850,1163,99.83436402555,14.6608691853205,71.9066016595213,140.469653636149,0.0567611402485111,1.72635414095154,0.810406880673871,5.55278690251985,0.681310863543208,38.8162386250458,1433.36935231658,1.17471157250103,1.53676283748599,1.72635414095154,0.509780213534097,0.296504595205347,0.643726950493353,0.0465293479395709,3.29080714384605,0.634078097029784,5.49659765804391,0.599301455000828,38.8411324934238,1435.01671707311,1.1539843712219,1.6363735623108,3.29080714384605,0.614128015896118,0.176138366453268,0.520587488549014,185.012173097998,171.412620317818,225.948420011589,0.63678435957849,0.838340856116252,0.610553289322429,0.0679247084515195,0.0523270588235294,0.376470588235294,0.482352941176471,0.623529411764706,0.698039215686274,0.745098039215686
"istr",27682,1797,86.7858171727729,20.3774119395475,38.1525033984654,143.21974020021,0.0403181699541283,2.06590398782683,0.787556655122579,5.86224689462148,0.622851052415652,36.7744901556904,1281.70343045372,1.2172075420954,1.65457176516045,2.06590398782683,0.558771825703654,0.247835591399289,0.611409285188062,0.0306952759435959,4.45173891606933,0.541340533720372,5.85298924731582,0.519749482213866,36.8215193233967,1284.79565020473,1.18676897866239,1.78232830168226,4.45173891606933,0.691990989393576,0.113433277246004,0.439225686306503,109.376794240217,172.548284310965,217.736800959594,0.575271261410181,-0.952407113507341,0.57864429494072,0.070242709920656,0.0581411764705882,0.380392156862745,0.447058823529412,0.588235294117647,0.682352941176471,0.729411764705882
"lmas",46228,2178,120.85148587444,21.45670097852,78.1623676049609,174.471228871993,0.0331260929113849,2.34741677880479,0.818852061889185,7.47928097687903,0.605859676747641,38.164947828197,1384.73673556754,1.27095064113655,1.72712336750829,2.34741677880479,0.576705869483675,0.259709666497446,0.634678945956551,0.0251657363509887,5.02342629124821,0.60056722806101,7.28819997275467,0.498955190338126,38.2195346126255,1387.62342281171,1.23989089865847,1.85177889184919,5.02342629124821,0.709008070554292,0.122601736784123,0.463506589806577,175.277105478806,205.265776204099,292.116208472684,0.679880579424845,-1.18960793183798,0.600107480908778,0.0808908745497919,0.0639552941176472,0.356862745098039,0.443137254901961,0.615686274509804,0.709803921568627,0.752941176470588
"poll",55614,990,132.642560580595,12.9815974967228,107.853173466681,157.775508451844,0.0225579479879859,3.58220620265259,0.743612817913569,7.98593075812336,0.537281798353819,36.6447081837159,1273.65529859021,1.29935796957365,1.85532125747129,3.58220620265259,0.654461494144181,0.193768632524115,0.573107594561004,0.0163827277037957,7.99265228727186,0.41027723672194,7.77661842561734,0.408326578575503,36.661130052692,1273.16187386072,1.24858916043856,1.98429708456123,7.99265228727186,0.806776780556889,0.055879668947678,0.32835124842278,214.096531699282,201.767715464678,298.653675053395,0.600707239842669,-0.0209550603624588,0.575579008530085,0.0847435540847962,0.0813976470588234,0.341176470588235,0.423529411764706,0.584313725490196,0.701960784313725,0.745098039215686
"snep",60031,866,137.84743705023,9.25674741696553,116.083064175171,159.368711902091,0.0343440284832895,2.11437766082263,0.86017494083683,8.56079658924001,0.649423250383117,34.3361100868224,1118.37875301824,1.31717696774515,1.73233856888439,2.11437766082263,0.551512791311509,0.330439240647577,0.704527518313768,0.0247339171209455,5.21773867313916,0.653512039123045,8.52946604541885,0.533232754028216,34.3631337648328,1118.55748438061,1.29264300838843,1.88781915266262,5.21773867313916,0.702897087959759,0.17842731458257,0.556031495479579,155.977925571199,208.310460646763,291.520290491616,0.460540780035261,1.36607194103243,0.537794819082036,0.0880975641990845,0.0813976470588236,0.301960784313725,0.372549019607843,0.549019607843137,0.658823529411765,0.717647058823529
"spsp",31599,1825,108.767063327008,19.3889562984381,63.0612688101378,165.676657549641,0.0657224730043928,1.77462425215234,0.816634309566655,5.83903026776359,0.694209433938408,36.149772200334,1242.08272031271,1.15689830444191,1.50889321358661,1.77462425215234,0.513936258579739,0.298904264833892,0.641547874547581,0.0540939462434863,3.34660219896675,0.639853920631404,5.64617330394659,0.61555488042381,36.2293681282289,1246.79438821106,1.13583172628963,1.60064699809388,3.34660219896675,0.616136367908738,0.174891058258484,0.513980146228311,218.991329561302,152.02567978903,236.324772243923,0.626966867813161,0.646489826495173,0.567501081257846,0.0701176800336843,0.0465129411764706,0.317647058823529,0.423529411764706,0.584313725490196,0.650980392156863,0.686274509803922
"squa",52195,3608,137.492561059351,31.6704760054362,64.7811127370699,207.769464111357,0.0124168862259825,4.91097284956067,0.821802222676116,14.7795569712281,0.485562764191071,36.842241813851,1302.02198135752,1.46124795666588,2.09168055531915,4.91097284956067,0.713748708455986,0.226958823732493,0.644023221798193,0.0078341487328916,13.3349592504522,0.529631740897422,15.1750203084431,0.342703483626242,36.9153100420706,1302.56806037315,1.43006045312406,2.27924785285452,13.3349592504522,0.905481580587776,0.077225879028805,0.409027425370644,220.016467898043,203.727692437913,302.8325904171,0.609800052210554,0.412174377403901,0.578744188929523,0.118293456408985,0.116282352941176,0.290196078431373,0.364705882352941,0.588235294117647,0.76078431372549,0.831372549019608
"bspp",31457,595,99.6693538505646,2.78500436519849,94.7640224780364,106.398196689318,0.139355658491796,0.581706467143578,0.854988968844453,3.00573177953471,0.813204746455461,20.4179330454775,386.534954319857,0.94760347279532,1.12334229335772,0.581706467143578,0.350408827093664,0.397886430445877,0.653953151019885,0.126252624872173,0.877153920619555,0.776034234989203,2.95823214449154,0.774390663444476,20.4357212003872,386.915883639298,0.943155720647222,1.17069945463105,0.877153920619555,0.401946262129986,0.309703496194457,0.590627554671184,109.49354064409,107.646720391022,205.569921361747,0.390883819751832,0.971922936710721,0.314837995470942,0.0458880453552699,0.0290705882352942,0.23921568627451,0.258823529411765,0.305882352941176,0.419607843137255,0.466666666666667
"espp",17452,803,75.9287884753212,13.9330955974249,48.7988272062897,103.512342204996,0.0160682387471468,3.83325059861006,0.766064289721292,9.19295736004419,0.500180284368143,26.2487443789056,649.505959111267,1.33755451832883,1.92493940172511,3.83325059861006,0.673751823809581,0.189464098632223,0.575877812422421,0.0118208766205716,7.57812777547516,0.518682284742245,8.87227182300656,0.377632304099742,26.3345964829179,650.844351387629,1.29595850336559,2.03539777970913,7.57812777547516,0.802305032147494,0.0686412706459799,0.367013332316401,185.920839141889,111.03194700945,190.738912039949,0.787098556588066,-0.0623943726248236,0.407969197305326,0.0914463272063628,0.09884,0.203921568627451,0.247058823529412,0.415686274509804,0.549019607843137,0.588235294117647
"iacu",26985,1276,97.9999747204358,15.3269743034816,67.450663067835,132.834033099746,0.0556547602977998,1.49583207318917,0.837325987328295,5.59763685859352,0.687497524688033,38.5657889762589,1414.47108396365,1.18161627439931,1.52597232025799,1.49583207318917,0.4950489531412,0.314011615097794,0.658499669905506,0.0447639017836934,2.92611670638887,0.676135277127847,5.51749835616424,0.601939970764047,38.6289690166833,1418.84555354614,1.16296206601037,1.63249783561333,2.92611670638887,0.601437938306766,0.187969926937845,0.536026851702633,158.590667883608,165.078519865343,207.423138284871,0.535742875122156,0.780545075407162,0.605525800462857,0.0682530626486395,0.0523270588235294,0.368627450980392,0.474509803921569,0.615686274509804,0.694117647058824,0.733333333333333
"ipat",75391,1490,162.74072970403,39.6250120363719,91.0770410722538,246.554445355526,0.0412413342294416,1.82336385181323,0.85426086188321,7.25557374420608,0.642873957664578,38.8808074527933,1438.30893470563,1.26285956112042,1.67237919060038,1.82336385181323,0.538830378935571,0.302289267689365,0.669901777015171,0.0347008605422793,3.43699966363942,0.717644213432176,7.08629223685895,0.56504224244439,38.8537235116044,1435.77825133102,1.23896467883743,1.77241994910335,3.43699966363942,0.646274331654954,0.188547600361874,0.555476049980376,201.234298539229,228.785444614559,429.261085017411,0.851627973834576,-0.944823431337774,0.610560266074304,0.0799465408927309,0.063955294117647,0.372549019607843,0.454901960784314,0.623529411764706,0.725490196078431,0.780392156862745
"ipat",72100,1655,146.050334291841,23.9205482654665,88.118560121113,182.033678460914,0.0731695866768052,1.59294139064617,0.837592671780253,5.90415490516098,0.713736500938879,39.0265021688367,1451.00534734185,1.17175782797695,1.49703288144714,1.59294139064617,0.488742647805476,0.341836256326771,0.678747777341008,0.061413603696563,3.19391532896224,0.658360470702095,5.67439370310226,0.635953095170252,39.1088203707891,1456.44804567464,1.14904710762016,1.59912463577686,3.19391532896224,0.598235815815736,0.210374446277841,0.559842274344399,223.833873353769,216.163786537945,326.522460322646,0.494590787201977,-0.199229313593206,0.612610698648391,0.0712462757747971,0.0465129411764706,0.372549019607843,0.470588235294118,0.627450980392157,0.705882352941177,0.749019607843137
"istr",54445,1348,130.272888817544,20.2327392400932,64.7055429581672,167.919933377239,0.066452772621484,1.81593911172127,0.799895184397821,5.53746979115883,0.70190156255379,37.9589764758265,1370.31887940173,1.16244213699486,1.51303327452821,1.81593911172127,0.507663035519327,0.309335572306275,0.652223153939673,0.0535904305199023,4.03746090018543,0.547591834106332,5.46218835618258,0.615188510693986,37.984453726423,1371.60682023459,1.13617659288466,1.62565115579983,4.03746090018543,0.629112616122144,0.175455701534481,0.51819799229287,143.816306008145,180.843764881763,295.460895581525,0.567432364005704,-1.19174942832384,0.596079079625238,0.06783512661002,0.0465129411764706,0.364705882352941,0.462745098039216,0.607843137254902,0.686274509803922,0.729411764705882
"lmas",85068,4341,172.393706967018,36.0110452748243,81.1773623091349,253.75312875471,0.0618429018176773,1.84652857610239,0.718841661872912,4.28378768419656,0.650468453018765,36.0797657603035,1234.91262766724,1.09942834760046,1.49884172179769,1.84652857610239,0.535314241920911,0.208863554477895,0.543284153519314,0.0514561028083012,3.43276767183494,0.46392518404647,4.20176174078285,0.567453590195059,36.05488951288,1233.89219171913,1.06177715590561,1.58369700561613,3.43276767183494,0.637954141393531,0.0941130945497683,0.380604409998032,232.650575163307,303.867097457734,414.825564641616,0.695681931962479,1.2082763369727,0.566250298492463,0.0576255102241929,0.0465129411764706,0.372549019607843,0.458823529411765,0.572549019607843,0.647058823529412,0.682352941176471
